sentiment,text,pretoken,token,stemmed,lemmatized,posttoken,nonletterclean
"37","0","@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. ","I do not either. Its depressing. I do not think I even want to know about the kids in suitcases.","['I', 'do', 'not', 'either', '.', 'Its', 'depressing', '.', 'I', 'do', 'not', 'think', 'I', 'even', 'want', 'to', 'know', 'about', 'the', 'kids', 'in', 'suitcases', '.']","['i', 'do', 'not', 'either', '.', 'it', 'depress', '.', 'i', 'do', 'not', 'think', 'i', 'even', 'want', 'to', 'know', 'about', 'the', 'kid', 'in', 'suitcas', '.']","['i', 'do', 'not', 'either', '.', 'its', 'depressing', '.', 'i', 'do', 'not', 'think', 'i', 'even', 'want', 'to', 'know', 'about', 'the', 'kid', 'in', 'suitcase', '.']","['i', 'do', 'not', 'either', 'its', 'depressing', 'i', 'do', 'not', 'think', 'i', 'even', 'want', 'to', 'know', 'about', 'the', 'kid', 'in', 'suitcase']","i do not either its depressing i do not think i even want to know about the kid in suitcase"
"38","0","Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ","Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that is going to fly by. I miss my girlfriend","['Bed', '.', 'Class', '8-12', '.', 'Work', '12-3', '.', 'Gym', '3-5', 'or', '6', '.', 'Then', 'class', '6-10', '.', 'Another', 'day', 'that', 'is', 'going', 'to', 'fly', 'by', '.', 'I', 'miss', 'my', 'girlfriend']","['bed', '.', 'class', '8-12', '.', 'work', '12-3', '.', 'gym', '3-5', 'or', '6', '.', 'then', 'class', '6-10', '.', 'anoth', 'day', 'that', 'is', 'go', 'to', 'fli', 'by', '.', 'i', 'miss', 'my', 'girlfriend']","['bed', '.', 'class', '8-12', '.', 'work', '12-3', '.', 'gym', '3-5', 'or', '6', '.', 'then', 'class', '6-10', '.', 'another', 'day', 'that', 'be', 'go', 'to', 'fly', 'by', '.', 'i', 'miss', 'my', 'girlfriend']","['bed', 'class', 'work', 'gym', 'or', 'then', 'class', 'another', 'day', 'that', 'be', 'go', 'to', 'fly', 'by', 'i', 'miss', 'my', 'girlfriend']","bed class work gym or then class another day that be go to fly by i miss my girlfriend"
"39","0","really don't feel like getting up today... but got to study to for tomorrows practical exam... ","really do not feel like getting up today... but got to study to for tomorrows practical exam...","['really', 'do', 'not', 'feel', 'like', 'getting', 'up', 'today', '...', 'but', 'got', 'to', 'study', 'to', 'for', 'tomorrows', 'practical', 'exam', '...']","['realli', 'do', 'not', 'feel', 'like', 'get', 'up', 'today', '...', 'but', 'got', 'to', 'studi', 'to', 'for', 'tomorrow', 'practic', 'exam', '...']","['really', 'do', 'not', 'feel', 'like', 'get', 'up', 'today', '...', 'but', 'get', 'to', 'study', 'to', 'for', 'tomorrow', 'practical', 'exam', '...']","['really', 'do', 'not', 'feel', 'like', 'get', 'up', 'today', 'but', 'get', 'to', 'study', 'to', 'for', 'tomorrow', 'practical', 'exam']","really do not feel like get up today but get to study to for tomorrow practical exam"
"40","0","He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart ","He is the reason for the teardrops on my guitar the only one who has enough of me to break my heart","['He', 'is', 'the', 'reason', 'for', 'the', 'teardrops', 'on', 'my', 'guitar', 'the', 'only', 'one', 'who', 'has', 'enough', 'of', 'me', 'to', 'break', 'my', 'heart']","['he', 'is', 'the', 'reason', 'for', 'the', 'teardrop', 'on', 'my', 'guitar', 'the', 'onli', 'one', 'who', 'ha', 'enough', 'of', 'me', 'to', 'break', 'my', 'heart']","['he', 'be', 'the', 'reason', 'for', 'the', 'teardrop', 'on', 'my', 'guitar', 'the', 'only', 'one', 'who', 'have', 'enough', 'of', 'me', 'to', 'break', 'my', 'heart']","['he', 'be', 'the', 'reason', 'for', 'the', 'teardrop', 'on', 'my', 'guitar', 'the', 'only', 'one', 'who', 'have', 'enough', 'of', 'me', 'to', 'break', 'my', 'heart']","he be the reason for the teardrop on my guitar the only one who have enough of me to break my heart"
"41","0","Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!","Sad, sad, sad. I do not know why but I hate this feeling I want to sleep and I still cannot!","['Sad', ',', 'sad', ',', 'sad', '.', 'I', 'do', 'not', 'know', 'why', 'but', 'I', 'hate', 'this', 'feeling', 'I', 'want', 'to', 'sleep', 'and', 'I', 'still', 'cannot', '!']","['sad', ',', 'sad', ',', 'sad', '.', 'i', 'do', 'not', 'know', 'whi', 'but', 'i', 'hate', 'thi', 'feel', 'i', 'want', 'to', 'sleep', 'and', 'i', 'still', 'cannot', '!']","['sad', ',', 'sad', ',', 'sad', '.', 'i', 'do', 'not', 'know', 'why', 'but', 'i', 'hate', 'this', 'feeling', 'i', 'want', 'to', 'sleep', 'and', 'i', 'still', 'cannot', '!']","['sad', 'sad', 'sad', 'i', 'do', 'not', 'know', 'why', 'but', 'i', 'hate', 'this', 'feeling', 'i', 'want', 'to', 'sleep', 'and', 'i', 'still', 'cannot']","sad sad sad i do not know why but i hate this feeling i want to sleep and i still cannot"
"42","0","@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it ","Awww I soo wish I was there to see you finally comfortable! I Am sad that I missed it","['Awww', 'I', 'soo', 'wish', 'I', 'was', 'there', 'to', 'see', 'you', 'finally', 'comfortable', '!', 'I', 'Am', 'sad', 'that', 'I', 'missed', 'it']","['awww', 'i', 'soo', 'wish', 'i', 'wa', 'there', 'to', 'see', 'you', 'final', 'comfort', '!', 'i', 'am', 'sad', 'that', 'i', 'miss', 'it']","['awww', 'i', 'soo', 'wish', 'i', 'be', 'there', 'to', 'see', 'you', 'finally', 'comfortable', '!', 'i', 'be', 'sad', 'that', 'i', 'miss', 'it']","['awww', 'i', 'soo', 'wish', 'i', 'be', 'there', 'to', 'see', 'you', 'finally', 'comfortable', 'i', 'be', 'sad', 'that', 'i', 'miss', 'it']","awww i soo wish i be there to see you finally comfortable i be sad that i miss it"
"43","0","Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.","Falling asleep. Just heard about that Tracy girl's body being found. How sad My heart breaks for that family.","['Falling', 'asleep', '.', 'Just', 'heard', 'about', 'that', 'Tracy', ""girl's"", 'body', 'being', 'found', '.', 'How', 'sad', 'My', 'heart', 'breaks', 'for', 'that', 'family', '.']","['fall', 'asleep', '.', 'just', 'heard', 'about', 'that', 'traci', ""girl'"", 'bodi', 'be', 'found', '.', 'how', 'sad', 'my', 'heart', 'break', 'for', 'that', 'famili', '.']","['fall', 'asleep', '.', 'just', 'hear', 'about', 'that', 'tracy', ""girl's"", 'body', 'be', 'find', '.', 'how', 'sad', 'my', 'heart', 'break', 'for', 'that', 'family', '.']","['fall', 'asleep', 'just', 'hear', 'about', 'that', 'tracy', ""girl's"", 'body', 'be', 'find', 'how', 'sad', 'my', 'heart', 'break', 'for', 'that', 'family']","fall asleep just hear about that tracy girls body be find how sad my heart break for that family"
"44","0","@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ","Yay! I am happy for you with your job! But that also means less time for me and you...","['Yay', '!', 'I', 'am', 'happy', 'for', 'you', 'with', 'your', 'job', '!', 'But', 'that', 'also', 'means', 'less', 'time', 'for', 'me', 'and', 'you', '...']","['yay', '!', 'i', 'am', 'happi', 'for', 'you', 'with', 'your', 'job', '!', 'but', 'that', 'also', 'mean', 'less', 'time', 'for', 'me', 'and', 'you', '...']","['yay', '!', 'i', 'be', 'happy', 'for', 'you', 'with', 'your', 'job', '!', 'but', 'that', 'also', 'mean', 'less', 'time', 'for', 'me', 'and', 'you', '...']","['yay', 'i', 'be', 'happy', 'for', 'you', 'with', 'your', 'job', 'but', 'that', 'also', 'mean', 'less', 'time', 'for', 'me', 'and', 'you']","yay i be happy for you with your job but that also mean less time for me and you"
"45","0","Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?","Just checked my user timeline on my blackberry, it looks like the twanking is still happening Are people still having probs w/ BGs and UIDs?","['Just', 'checked', 'my', 'user', 'timeline', 'on', 'my', 'blackberry', ',', 'it', 'looks', 'like', 'the', 'twanking', 'is', 'still', 'happening', 'Are', 'people', 'still', 'having', 'probs', 'w', '/', 'BGs', 'and', 'UIDs', '?']","['just', 'check', 'my', 'user', 'timelin', 'on', 'my', 'blackberri', ',', 'it', 'look', 'like', 'the', 'twank', 'is', 'still', 'happen', 'are', 'peopl', 'still', 'have', 'prob', 'w', '/', 'bg', 'and', 'uid', '?']","['just', 'check', 'my', 'user', 'timeline', 'on', 'my', 'blackberry', ',', 'it', 'look', 'like', 'the', 'twanking', 'be', 'still', 'happen', 'be', 'people', 'still', 'have', 'probs', 'w', '/', 'bgs', 'and', 'uids', '?']","['just', 'check', 'my', 'user', 'timeline', 'on', 'my', 'blackberry', 'it', 'look', 'like', 'the', 'twanking', 'be', 'still', 'happen', 'be', 'people', 'still', 'have', 'probs', 'w', 'bgs', 'and', 'uids']","just check my user timeline on my blackberry it look like the twanking be still happen be people still have probs w bgs and uids"
"46","0","Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ","Oh man...was ironing 's fave top to wear to a meeting. Burnt it","['Oh', 'man', '...', 'was', 'ironing', ""'"", 's', 'fave', 'top', 'to', 'wear', 'to', 'a', 'meeting', '.', 'Burnt', 'it']","['oh', 'man', '...', 'wa', 'iron', ""'"", 's', 'fave', 'top', 'to', 'wear', 'to', 'a', 'meet', '.', 'burnt', 'it']","['oh', 'man', '...', 'be', 'iron', ""'"", 's', 'fave', 'top', 'to', 'wear', 'to', 'a', 'meeting', '.', 'burnt', 'it']","['oh', 'man', 'be', 'iron', 's', 'fave', 'top', 'to', 'wear', 'to', 'a', 'meeting', 'burnt', 'it']","oh man be iron s fave top to wear to a meeting burnt it"
"47","0","is strangely sad about LiLo and SamRo breaking up. ","is strangely sad about LiLo and SamRo breaking up.","['is', 'strangely', 'sad', 'about', 'LiLo', 'and', 'SamRo', 'breaking', 'up', '.']","['is', 'strang', 'sad', 'about', 'lilo', 'and', 'samro', 'break', 'up', '.']","['be', 'strangely', 'sad', 'about', 'lilo', 'and', 'samro', 'break', 'up', '.']","['be', 'strangely', 'sad', 'about', 'lilo', 'and', 'samro', 'break', 'up']","be strangely sad about lilo and samro break up"
"48","0","@tea oh! i'm so sorry  i didn't think about that before retweeting.","oh! i am so sorry i did not think about that before retweeting.","['oh', '!', 'i', 'am', 'so', 'sorry', 'i', 'did', 'not', 'think', 'about', 'that', 'before', 'retweeting', '.']","['oh', '!', 'i', 'am', 'so', 'sorri', 'i', 'did', 'not', 'think', 'about', 'that', 'befor', 'retweet', '.']","['oh', '!', 'i', 'be', 'so', 'sorry', 'i', 'do', 'not', 'think', 'about', 'that', 'before', 'retweeting', '.']","['oh', 'i', 'be', 'so', 'sorry', 'i', 'do', 'not', 'think', 'about', 'that', 'before', 'retweeting']","oh i be so sorry i do not think about that before retweeting"
"49","0","Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ","Broadband plan 'a massive broken promise' via www.diigo.com/~tautao Still waiting for broadband we are","['Broadband', 'plan', ""'"", 'a', 'massive', 'broken', 'promise', ""'"", 'via', 'www.diigo.com/~tautao', 'Still', 'waiting', 'for', 'broadband', 'we', 'are']","['broadband', 'plan', ""'"", 'a', 'massiv', 'broken', 'promis', ""'"", 'via', 'www.diigo.com/~tautao', 'still', 'wait', 'for', 'broadband', 'we', 'are']","['broadband', 'plan', ""'"", 'a', 'massive', 'broken', 'promise', ""'"", 'via', 'www.diigo.com/~tautao', 'still', 'wait', 'for', 'broadband', 'we', 'be']","['broadband', 'plan', 'a', 'massive', 'broken', 'promise', 'via', 'www.diigo.com/~tautao', 'still', 'wait', 'for', 'broadband', 'we', 'be']","broadband plan a massive broken promise via wwwdiigocomtautao still wait for broadband we be"
"50","0","@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. ","Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you are scrolling the feed a lot.","['Wow', ',', 'tons', 'of', 'replies', 'from', 'you', ',', 'may', 'have', 'to', 'unfollow', 'so', 'I', 'can', 'see', 'my', 'friends', ""'"", 'tweets', ',', 'you', 'are', 'scrolling', 'the', 'feed', 'a', 'lot', '.']","['wow', ',', 'ton', 'of', 'repli', 'from', 'you', ',', 'may', 'have', 'to', 'unfollow', 'so', 'i', 'can', 'see', 'my', 'friend', ""'"", 'tweet', ',', 'you', 'are', 'scroll', 'the', 'feed', 'a', 'lot', '.']","['wow', ',', 'ton', 'of', 'reply', 'from', 'you', ',', 'may', 'have', 'to', 'unfollow', 'so', 'i', 'can', 'see', 'my', 'friend', ""'"", 'tweet', ',', 'you', 'be', 'scroll', 'the', 'feed', 'a', 'lot', '.']","['wow', 'ton', 'of', 'reply', 'from', 'you', 'may', 'have', 'to', 'unfollow', 'so', 'i', 'can', 'see', 'my', 'friend', 'tweet', 'you', 'be', 'scroll', 'the', 'feed', 'a', 'lot']","wow ton of reply from you may have to unfollow so i can see my friend tweet you be scroll the feed a lot"
"51","0","our duck and chicken are taking wayyy too long to hatch ","our duck and chicken are taking wayyy too long to hatch","['our', 'duck', 'and', 'chicken', 'are', 'taking', 'wayyy', 'too', 'long', 'to', 'hatch']","['our', 'duck', 'and', 'chicken', 'are', 'take', 'wayyy', 'too', 'long', 'to', 'hatch']","['our', 'duck', 'and', 'chicken', 'be', 'take', 'wayyy', 'too', 'long', 'to', 'hatch']","['our', 'duck', 'and', 'chicken', 'be', 'take', 'wayyy', 'too', 'long', 'to', 'hatch']","our duck and chicken be take wayyy too long to hatch"
"52","0","Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ","Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site.","['Put', 'vacation', 'photos', 'online', 'a', 'few', 'yrs', 'ago', '.', 'PC', 'crashed', ',', 'and', 'now', 'I', 'forget', 'the', 'name', 'of', 'the', 'site', '.']","['put', 'vacat', 'photo', 'onlin', 'a', 'few', 'yr', 'ago', '.', 'pc', 'crash', ',', 'and', 'now', 'i', 'forget', 'the', 'name', 'of', 'the', 'site', '.']","['put', 'vacation', 'photo', 'online', 'a', 'few', 'yr', 'ago', '.', 'pc', 'crash', ',', 'and', 'now', 'i', 'forget', 'the', 'name', 'of', 'the', 'site', '.']","['put', 'vacation', 'photo', 'online', 'a', 'few', 'yr', 'ago', 'pc', 'crash', 'and', 'now', 'i', 'forget', 'the', 'name', 'of', 'the', 'site']","put vacation photo online a few yr ago pc crash and now i forget the name of the site"
"53","0","I need a hug ","I need a hug","['I', 'need', 'a', 'hug']","['i', 'need', 'a', 'hug']","['i', 'need', 'a', 'hug']","['i', 'need', 'a', 'hug']","i need a hug"
"54","0","@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! ","Not sure what they are, only that they are PoS! As much as I want to, I do not think can trade away company assets sorry andy!","['Not', 'sure', 'what', 'they', 'are', ',', 'only', 'that', 'they', 'are', 'PoS', '!', 'As', 'much', 'as', 'I', 'want', 'to', ',', 'I', 'do', 'not', 'think', 'can', 'trade', 'away', 'company', 'assets', 'sorry', 'andy', '!']","['not', 'sure', 'what', 'they', 'are', ',', 'onli', 'that', 'they', 'are', 'po', '!', 'as', 'much', 'as', 'i', 'want', 'to', ',', 'i', 'do', 'not', 'think', 'can', 'trade', 'away', 'compani', 'asset', 'sorri', 'andi', '!']","['not', 'sure', 'what', 'they', 'be', ',', 'only', 'that', 'they', 'be', 'pos', '!', 'as', 'much', 'as', 'i', 'want', 'to', ',', 'i', 'do', 'not', 'think', 'can', 'trade', 'away', 'company', 'asset', 'sorry', 'andy', '!']","['not', 'sure', 'what', 'they', 'be', 'only', 'that', 'they', 'be', 'pos', 'as', 'much', 'as', 'i', 'want', 'to', 'i', 'do', 'not', 'think', 'can', 'trade', 'away', 'company', 'asset', 'sorry', 'andy']","not sure what they be only that they be pos as much as i want to i do not think can trade away company asset sorry andy"
"55","0","@oanhLove I hate when that happens... ","I hate when that happens...","['I', 'hate', 'when', 'that', 'happens', '...']","['i', 'hate', 'when', 'that', 'happen', '...']","['i', 'hate', 'when', 'that', 'happen', '...']","['i', 'hate', 'when', 'that', 'happen']","i hate when that happen"
"56","0","I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm","I have a sad feeling that Dallas is not going to show up I got to say though, you would think more shows would use music from the game. mmm","['I', 'have', 'a', 'sad', 'feeling', 'that', 'Dallas', 'is', 'not', 'going', 'to', 'show', 'up', 'I', 'got', 'to', 'say', 'though', ',', 'you', 'would', 'think', 'more', 'shows', 'would', 'use', 'music', 'from', 'the', 'game', '.', 'mmm']","['i', 'have', 'a', 'sad', 'feel', 'that', 'dalla', 'is', 'not', 'go', 'to', 'show', 'up', 'i', 'got', 'to', 'say', 'though', ',', 'you', 'would', 'think', 'more', 'show', 'would', 'use', 'music', 'from', 'the', 'game', '.', 'mmm']","['i', 'have', 'a', 'sad', 'feeling', 'that', 'dallas', 'be', 'not', 'go', 'to', 'show', 'up', 'i', 'get', 'to', 'say', 'though', ',', 'you', 'would', 'think', 'more', 'show', 'would', 'use', 'music', 'from', 'the', 'game', '.', 'mmm']","['i', 'have', 'a', 'sad', 'feeling', 'that', 'dallas', 'be', 'not', 'go', 'to', 'show', 'up', 'i', 'get', 'to', 'say', 'though', 'you', 'would', 'think', 'more', 'show', 'would', 'use', 'music', 'from', 'the', 'game', 'mmm']","i have a sad feeling that dallas be not go to show up i get to say though you would think more show would use music from the game mmm"
"57","0","Ugh....92 degrees tomorrow ","Ugh....92 degrees tomorrow","['Ugh', '...', '92', 'degrees', 'tomorrow']","['ugh', '...', '92', 'degre', 'tomorrow']","['ugh', '...', '92', 'degree', 'tomorrow']","['ugh', 'degree', 'tomorrow']","ugh degree tomorrow"
"58","0","Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.","Where did you move to? I thought you were already in sd. ?? Hmmm. Random you found me. Glad to hear yer doing well.","['Where', 'did', 'you', 'move', 'to', '?', 'I', 'thought', 'you', 'were', 'already', 'in', 'sd', '.', '?', '?', 'Hmmm', '.', 'Random', 'you', 'found', 'me', '.', 'Glad', 'to', 'hear', 'yer', 'doing', 'well', '.']","['where', 'did', 'you', 'move', 'to', '?', 'i', 'thought', 'you', 'were', 'alreadi', 'in', 'sd', '.', '?', '?', 'hmmm', '.', 'random', 'you', 'found', 'me', '.', 'glad', 'to', 'hear', 'yer', 'do', 'well', '.']","['where', 'do', 'you', 'move', 'to', '?', 'i', 'think', 'you', 'be', 'already', 'in', 'sd', '.', '?', '?', 'hmmm', '.', 'random', 'you', 'find', 'me', '.', 'glad', 'to', 'hear', 'yer', 'do', 'well', '.']","['where', 'do', 'you', 'move', 'to', 'i', 'think', 'you', 'be', 'already', 'in', 'sd', 'hmmm', 'random', 'you', 'find', 'me', 'glad', 'to', 'hear', 'yer', 'do', 'well']","where do you move to i think you be already in sd hmmm random you find me glad to hear yer do well"
"59","0","@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?","I miss my ps3, it is out of commission Wutcha playing? Have you copped 'Blood On The Sand'?","['I', 'miss', 'my', 'ps3', ',', 'it', 'is', 'out', 'of', 'commission', 'Wutcha', 'playing', '?', 'Have', 'you', 'copped', ""'"", 'Blood', 'On', 'The', 'Sand', ""'"", '?']","['i', 'miss', 'my', 'ps3', ',', 'it', 'is', 'out', 'of', 'commiss', 'wutcha', 'play', '?', 'have', 'you', 'cop', ""'"", 'blood', 'on', 'the', 'sand', ""'"", '?']","['i', 'miss', 'my', 'ps3', ',', 'it', 'be', 'out', 'of', 'commission', 'wutcha', 'playing', '?', 'have', 'you', 'cop', ""'"", 'blood', 'on', 'the', 'sand', ""'"", '?']","['i', 'miss', 'my', 'ps3', 'it', 'be', 'out', 'of', 'commission', 'wutcha', 'playing', 'have', 'you', 'cop', 'blood', 'on', 'the', 'sand']","i miss my ps it be out of commission wutcha playing have you cop blood on the sand"
"60","0","just leaving the parking lot of work! ","just leaving the parking lot of work!","['just', 'leaving', 'the', 'parking', 'lot', 'of', 'work', '!']","['just', 'leav', 'the', 'park', 'lot', 'of', 'work', '!']","['just', 'leave', 'the', 'parking', 'lot', 'of', 'work', '!']","['just', 'leave', 'the', 'parking', 'lot', 'of', 'work']","just leave the parking lot of work"
"61","0","The Life is cool. But not for Me. ","The Life is cool. But not for Me.","['The', 'Life', 'is', 'cool', '.', 'But', 'not', 'for', 'Me', '.']","['the', 'life', 'is', 'cool', '.', 'but', 'not', 'for', 'me', '.']","['the', 'life', 'be', 'cool', '.', 'but', 'not', 'for', 'me', '.']","['the', 'life', 'be', 'cool', 'but', 'not', 'for', 'me']","the life be cool but not for me"
"62","0","Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. ","Sadly though, I have never gotten to experience the post coitus cigarette before, and now I never will.","['Sadly', 'though', ',', 'I', 'have', 'never', 'gotten', 'to', 'experience', 'the', 'post', 'coitus', 'cigarette', 'before', ',', 'and', 'now', 'I', 'never', 'will', '.']","['sadli', 'though', ',', 'i', 'have', 'never', 'gotten', 'to', 'experi', 'the', 'post', 'coitu', 'cigarett', 'befor', ',', 'and', 'now', 'i', 'never', 'will', '.']","['sadly', 'though', ',', 'i', 'have', 'never', 'get', 'to', 'experience', 'the', 'post', 'coitus', 'cigarette', 'before', ',', 'and', 'now', 'i', 'never', 'will', '.']","['sadly', 'though', 'i', 'have', 'never', 'get', 'to', 'experience', 'the', 'post', 'coitus', 'cigarette', 'before', 'and', 'now', 'i', 'never', 'will']","sadly though i have never get to experience the post coitus cigarette before and now i never will"
"63","0","I had such a nice day. Too bad the rain comes in tomorrow at 5am ","I had such a nice day. Too bad the rain comes in tomorrow at 5am","['I', 'had', 'such', 'a', 'nice', 'day', '.', 'Too', 'bad', 'the', 'rain', 'comes', 'in', 'tomorrow', 'at', '5am']","['i', 'had', 'such', 'a', 'nice', 'day', '.', 'too', 'bad', 'the', 'rain', 'come', 'in', 'tomorrow', 'at', '5am']","['i', 'have', 'such', 'a', 'nice', 'day', '.', 'too', 'bad', 'the', 'rain', 'come', 'in', 'tomorrow', 'at', '5am']","['i', 'have', 'such', 'a', 'nice', 'day', 'too', 'bad', 'the', 'rain', 'come', 'in', 'tomorrow', 'at']","i have such a nice day too bad the rain come in tomorrow at"
"64","0","@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks ","too bad I will not be around I lost my job and cannot even pay my phone bill lmao aw shucks","['too', 'bad', 'I', 'will', 'not', 'be', 'around', 'I', 'lost', 'my', 'job', 'and', 'cannot', 'even', 'pay', 'my', 'phone', 'bill', 'lmao', 'aw', 'shucks']","['too', 'bad', 'i', 'will', 'not', 'be', 'around', 'i', 'lost', 'my', 'job', 'and', 'cannot', 'even', 'pay', 'my', 'phone', 'bill', 'lmao', 'aw', 'shuck']","['too', 'bad', 'i', 'will', 'not', 'be', 'around', 'i', 'lose', 'my', 'job', 'and', 'cannot', 'even', 'pay', 'my', 'phone', 'bill', 'lmao', 'aw', 'shuck']","['too', 'bad', 'i', 'will', 'not', 'be', 'around', 'i', 'lose', 'my', 'job', 'and', 'cannot', 'even', 'pay', 'my', 'phone', 'bill', 'lmao', 'aw', 'shuck']","too bad i will not be around i lose my job and cannot even pay my phone bill lmao aw shuck"
"65","0","Damm back to school tomorrow ","Damm back to school tomorrow","['Damm', 'back', 'to', 'school', 'tomorrow']","['damm', 'back', 'to', 'school', 'tomorrow']","['damm', 'back', 'to', 'school', 'tomorrow']","['damm', 'back', 'to', 'school', 'tomorrow']","damm back to school tomorrow"
"66","0","Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?","Mo jobs, no money. how in the hell is min wage here 4 f'n clams an hour?","['Mo', 'jobs', ',', 'no', 'money', '.', 'how', 'in', 'the', 'hell', 'is', 'min', 'wage', 'here', '4', ""f'n"", 'clams', 'an', 'hour', '?']","['mo', 'job', ',', 'no', 'money', '.', 'how', 'in', 'the', 'hell', 'is', 'min', 'wage', 'here', '4', ""f'n"", 'clam', 'an', 'hour', '?']","['mo', 'job', ',', 'no', 'money', '.', 'how', 'in', 'the', 'hell', 'be', 'min', 'wage', 'here', '4', ""f'n"", 'clam', 'an', 'hour', '?']","['mo', 'job', 'no', 'money', 'how', 'in', 'the', 'hell', 'be', 'min', 'wage', 'here', ""f'n"", 'clam', 'an', 'hour']","mo job no money how in the hell be min wage here fn clam an hour"
