sentiment,text,pretoken,token,stemmed,lemmatized,posttoken,nonletterclean
"67","0","@katortiz  Not forever... See you soon!","Not forever... See you soon!","['Not', 'forever', '...', 'See', 'you', 'soon', '!']","['not', 'forev', '...', 'see', 'you', 'soon', '!']","['not', 'forever', '...', 'see', 'you', 'soon', '!']","['not', 'forever', 'see', 'you', 'soon']","not forever see you soon"
"68","0","@Lt_Algonquin agreed, I saw the failwhale allllll day today. ","agreed, I saw the failwhale allllll day today.","['agreed', ',', 'I', 'saw', 'the', 'failwhale', 'alll', 'day', 'today', '.']","['agre', ',', 'i', 'saw', 'the', 'failwhal', 'alll', 'day', 'today', '.']","['agree', ',', 'i', 'saw', 'the', 'failwhale', 'alll', 'day', 'today', '.']","['agree', 'i', 'saw', 'the', 'failwhale', 'alll', 'day', 'today']","agree i saw the failwhale alll day today"
"69","0","@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!","Oh! Haha... dude I do not really look at them unless someone says HEY I ADDED YOU. Sorry I am so terrible at that. I need a pop up!","['Oh', '!', 'Haha', '...', 'dude', 'I', 'do', 'not', 'really', 'look', 'at', 'them', 'unless', 'someone', 'says', 'HEY', 'I', 'ADDED', 'YOU', '.', 'Sorry', 'I', 'am', 'so', 'terrible', 'at', 'that', '.', 'I', 'need', 'a', 'pop', 'up', '!']","['oh', '!', 'haha', '...', 'dude', 'i', 'do', 'not', 'realli', 'look', 'at', 'them', 'unless', 'someon', 'say', 'hey', 'i', 'ad', 'you', '.', 'sorri', 'i', 'am', 'so', 'terribl', 'at', 'that', '.', 'i', 'need', 'a', 'pop', 'up', '!']","['oh', '!', 'haha', '...', 'dude', 'i', 'do', 'not', 'really', 'look', 'at', 'them', 'unless', 'someone', 'say', 'hey', 'i', 'add', 'you', '.', 'sorry', 'i', 'be', 'so', 'terrible', 'at', 'that', '.', 'i', 'need', 'a', 'pop', 'up', '!']","['oh', 'haha', 'dude', 'i', 'do', 'not', 'really', 'look', 'at', 'them', 'unless', 'someone', 'say', 'hey', 'i', 'add', 'you', 'sorry', 'i', 'be', 'so', 'terrible', 'at', 'that', 'i', 'need', 'a', 'pop', 'up']","oh haha dude i do not really look at them unless someone say hey i add you sorry i be so terrible at that i need a pop up"
"70","0","@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!","I am sure you are right... I need to start working out with you and the Nikster... Or Jared at least!","['I', 'am', 'sure', 'you', 'are', 'right', '...', 'I', 'need', 'to', 'start', 'working', 'out', 'with', 'you', 'and', 'the', 'Nikster', '...', 'Or', 'Jared', 'at', 'least', '!']","['i', 'am', 'sure', 'you', 'are', 'right', '...', 'i', 'need', 'to', 'start', 'work', 'out', 'with', 'you', 'and', 'the', 'nikster', '...', 'or', 'jare', 'at', 'least', '!']","['i', 'be', 'sure', 'you', 'be', 'right', '...', 'i', 'need', 'to', 'start', 'work', 'out', 'with', 'you', 'and', 'the', 'nikster', '...', 'or', 'jar', 'at', 'least', '!']","['i', 'be', 'sure', 'you', 'be', 'right', 'i', 'need', 'to', 'start', 'work', 'out', 'with', 'you', 'and', 'the', 'nikster', 'or', 'jar', 'at', 'least']","i be sure you be right i need to start work out with you and the nikster or jar at least"
"71","0","i really hate how people diss my bands!  Trace is clearly NOT ugly!","i really hate how people diss my bands! Trace is clearly NOT ugly!","['i', 'really', 'hate', 'how', 'people', 'diss', 'my', 'bands', '!', 'Trace', 'is', 'clearly', 'NOT', 'ugly', '!']","['i', 'realli', 'hate', 'how', 'peopl', 'diss', 'my', 'band', '!', 'trace', 'is', 'clearli', 'not', 'ugli', '!']","['i', 'really', 'hate', 'how', 'people', 'diss', 'my', 'band', '!', 'trace', 'be', 'clearly', 'not', 'ugly', '!']","['i', 'really', 'hate', 'how', 'people', 'diss', 'my', 'band', 'trace', 'be', 'clearly', 'not', 'ugly']","i really hate how people diss my band trace be clearly not ugly"
"72","0","Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.","Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes Lucky did not run into any cute girls.","['Gym', 'attire', 'today', 'was', ':', 'Puma', 'singlet', ',', 'Adidas', 'shorts', '...', 'and', 'black', 'business', 'socks', 'and', 'leather', 'shoes', 'Lucky', 'did', 'not', 'run', 'into', 'any', 'cute', 'girls', '.']","['gym', 'attir', 'today', 'wa', ':', 'puma', 'singlet', ',', 'adida', 'short', '...', 'and', 'black', 'busi', 'sock', 'and', 'leather', 'shoe', 'lucki', 'did', 'not', 'run', 'into', 'ani', 'cute', 'girl', '.']","['gym', 'attire', 'today', 'be', ':', 'puma', 'singlet', ',', 'adidas', 'short', '...', 'and', 'black', 'business', 'sock', 'and', 'leather', 'shoe', 'lucky', 'do', 'not', 'run', 'into', 'any', 'cute', 'girl', '.']","['gym', 'attire', 'today', 'be', 'puma', 'singlet', 'adidas', 'short', 'and', 'black', 'business', 'sock', 'and', 'leather', 'shoe', 'lucky', 'do', 'not', 'run', 'into', 'any', 'cute', 'girl']","gym attire today be puma singlet adidas short and black business sock and leather shoe lucky do not run into any cute girl"
"73","0","Why won't you show my location?!   http://twitpic.com/2y2es","Why will not you show my location?!","['Why', 'will', 'not', 'you', 'show', 'my', 'location', '?', '!']","['whi', 'will', 'not', 'you', 'show', 'my', 'locat', '?', '!']","['why', 'will', 'not', 'you', 'show', 'my', 'location', '?', '!']","['why', 'will', 'not', 'you', 'show', 'my', 'location']","why will not you show my location"
"74","0","No picnic  my phone smells like citrus.","No picnic my phone smells like citrus.","['No', 'picnic', 'my', 'phone', 'smells', 'like', 'citrus', '.']","['no', 'picnic', 'my', 'phone', 'smell', 'like', 'citru', '.']","['no', 'picnic', 'my', 'phone', 'smell', 'like', 'citrus', '.']","['no', 'picnic', 'my', 'phone', 'smell', 'like', 'citrus']","no picnic my phone smell like citrus"
"75","0","@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. ","My donkey is sensitive about such comments. Nevertheless, he would (and me'd) be glad to see your mug as soon as possible. Charger is still awol.","['My', 'donkey', 'is', 'sensitive', 'about', 'such', 'comments', '.', 'Nevertheless', ',', 'he', 'would', '(', 'and', ""me'd"", ')', 'be', 'glad', 'to', 'see', 'your', 'mug', 'as', 'soon', 'as', 'possible', '.', 'Charger', 'is', 'still', 'awol', '.']","['my', 'donkey', 'is', 'sensit', 'about', 'such', 'comment', '.', 'nevertheless', ',', 'he', 'would', '(', 'and', ""me'd"", ')', 'be', 'glad', 'to', 'see', 'your', 'mug', 'as', 'soon', 'as', 'possibl', '.', 'charger', 'is', 'still', 'awol', '.']","['my', 'donkey', 'be', 'sensitive', 'about', 'such', 'comment', '.', 'nevertheless', ',', 'he', 'would', '(', 'and', ""me'd"", ')', 'be', 'glad', 'to', 'see', 'your', 'mug', 'as', 'soon', 'as', 'possible', '.', 'charger', 'be', 'still', 'awol', '.']","['my', 'donkey', 'be', 'sensitive', 'about', 'such', 'comment', 'nevertheless', 'he', 'would', 'and', ""me'd"", 'be', 'glad', 'to', 'see', 'your', 'mug', 'as', 'soon', 'as', 'possible', 'charger', 'be', 'still', 'awol']","my donkey be sensitive about such comment nevertheless he would and med be glad to see your mug as soon as possible charger be still awol"
"76","0","No new csi tonight.  FML","No new csi tonight. FML","['No', 'new', 'csi', 'tonight', '.', 'FML']","['no', 'new', 'csi', 'tonight', '.', 'fml']","['no', 'new', 'csi', 'tonight', '.', 'fml']","['no', 'new', 'csi', 'tonight', 'fml']","no new csi tonight fml"
"77","0","i think my arms are sore from tennis ","i think my arms are sore from tennis","['i', 'think', 'my', 'arms', 'are', 'sore', 'from', 'tennis']","['i', 'think', 'my', 'arm', 'are', 'sore', 'from', 'tenni']","['i', 'think', 'my', 'arm', 'be', 'sore', 'from', 'tennis']","['i', 'think', 'my', 'arm', 'be', 'sore', 'from', 'tennis']","i think my arm be sore from tennis"
"78","0","wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . ","wonders why someone that you like so much can make you so unhappy in a split seccond . depressed .","['wonders', 'why', 'someone', 'that', 'you', 'like', 'so', 'much', 'can', 'make', 'you', 'so', 'unhappy', 'in', 'a', 'split', 'seccond', '.', 'depressed', '.']","['wonder', 'whi', 'someon', 'that', 'you', 'like', 'so', 'much', 'can', 'make', 'you', 'so', 'unhappi', 'in', 'a', 'split', 'seccond', '.', 'depress', '.']","['wonder', 'why', 'someone', 'that', 'you', 'like', 'so', 'much', 'can', 'make', 'you', 'so', 'unhappy', 'in', 'a', 'split', 'seccond', '.', 'depress', '.']","['wonder', 'why', 'someone', 'that', 'you', 'like', 'so', 'much', 'can', 'make', 'you', 'so', 'unhappy', 'in', 'a', 'split', 'seccond', 'depress']","wonder why someone that you like so much can make you so unhappy in a split seccond depress"
"79","0","sleep soon... i just hate saying bye and see you tomorrow for the night. ","sleep soon... i just hate saying bye and see you tomorrow for the night.","['sleep', 'soon', '...', 'i', 'just', 'hate', 'saying', 'bye', 'and', 'see', 'you', 'tomorrow', 'for', 'the', 'night', '.']","['sleep', 'soon', '...', 'i', 'just', 'hate', 'say', 'bye', 'and', 'see', 'you', 'tomorrow', 'for', 'the', 'night', '.']","['sleep', 'soon', '...', 'i', 'just', 'hate', 'say', 'bye', 'and', 'see', 'you', 'tomorrow', 'for', 'the', 'night', '.']","['sleep', 'soon', 'i', 'just', 'hate', 'say', 'bye', 'and', 'see', 'you', 'tomorrow', 'for', 'the', 'night']","sleep soon i just hate say bye and see you tomorrow for the night"
"80","0","@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine ","just got you are newsletter, those fares really are unbelievable, shame I already booked and paid for mine","['just', 'got', 'you', 'are', 'newsletter', ',', 'those', 'fares', 'really', 'are', 'unbelievable', ',', 'shame', 'I', 'already', 'booked', 'and', 'paid', 'for', 'mine']","['just', 'got', 'you', 'are', 'newslett', ',', 'those', 'fare', 'realli', 'are', 'unbeliev', ',', 'shame', 'i', 'alreadi', 'book', 'and', 'paid', 'for', 'mine']","['just', 'get', 'you', 'be', 'newsletter', ',', 'those', 'fare', 'really', 'be', 'unbelievable', ',', 'shame', 'i', 'already', 'book', 'and', 'pay', 'for', 'mine']","['just', 'get', 'you', 'be', 'newsletter', 'those', 'fare', 'really', 'be', 'unbelievable', 'shame', 'i', 'already', 'book', 'and', 'pay', 'for', 'mine']","just get you be newsletter those fare really be unbelievable shame i already book and pay for mine"
"81","0","missin' the boo ","missin' the boo","['missin', ""'"", 'the', 'boo']","['missin', ""'"", 'the', 'boo']","['missin', ""'"", 'the', 'boo']","['missin', 'the', 'boo']","missin the boo"
"82","0","@markhardy1974 Me too  #itm","Me too #itm","['Me', 'too', '#itm']","['me', 'too', '#itm']","['me', 'too', '#itm']","['me', 'too', '#itm']","me too itm"
"83","0","Damn... I don't have any chalk! MY CHALKBOARD IS USELESS ","Damn... I do not have any chalk! MY CHALKBOARD IS USELESS","['Damn', '...', 'I', 'do', 'not', 'have', 'any', 'chalk', '!', 'MY', 'CHALKBOARD', 'IS', 'USELESS']","['damn', '...', 'i', 'do', 'not', 'have', 'ani', 'chalk', '!', 'my', 'chalkboard', 'is', 'useless']","['damn', '...', 'i', 'do', 'not', 'have', 'any', 'chalk', '!', 'my', 'chalkboard', 'be', 'useless']","['damn', 'i', 'do', 'not', 'have', 'any', 'chalk', 'my', 'chalkboard', 'be', 'useless']","damn i do not have any chalk my chalkboard be useless"
"84","0","had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too ","had a blast at the Getty Villa, but hates that she is had a sore throat all day. It is just getting worse too","['had', 'a', 'blast', 'at', 'the', 'Getty', 'Villa', ',', 'but', 'hates', 'that', 'she', 'is', 'had', 'a', 'sore', 'throat', 'all', 'day', '.', 'It', 'is', 'just', 'getting', 'worse', 'too']","['had', 'a', 'blast', 'at', 'the', 'getti', 'villa', ',', 'but', 'hate', 'that', 'she', 'is', 'had', 'a', 'sore', 'throat', 'all', 'day', '.', 'it', 'is', 'just', 'get', 'wors', 'too']","['have', 'a', 'blast', 'at', 'the', 'getty', 'villa', ',', 'but', 'hat', 'that', 'she', 'be', 'have', 'a', 'sore', 'throat', 'all', 'day', '.', 'it', 'be', 'just', 'get', 'bad', 'too']","['have', 'a', 'blast', 'at', 'the', 'getty', 'villa', 'but', 'hat', 'that', 'she', 'be', 'have', 'a', 'sore', 'throat', 'all', 'day', 'it', 'be', 'just', 'get', 'bad', 'too']","have a blast at the getty villa but hat that she be have a sore throat all day it be just get bad too"
"85","0","@msdrama hey missed ya at the meeting  sup mama","hey missed ya at the meeting sup mama","['hey', 'missed', 'ya', 'at', 'the', 'meeting', 'sup', 'mama']","['hey', 'miss', 'ya', 'at', 'the', 'meet', 'sup', 'mama']","['hey', 'miss', 'ya', 'at', 'the', 'meeting', 'sup', 'mama']","['hey', 'miss', 'ya', 'at', 'the', 'meeting', 'sup', 'mama']","hey miss ya at the meeting sup mama"
"86","0","My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!","My tummy hurts. I wonder if the hypnosis has anything to do with it? If so, it is working, I get it, STOP SMOKING!!!","['My', 'tummy', 'hurts', '.', 'I', 'wonder', 'if', 'the', 'hypnosis', 'has', 'anything', 'to', 'do', 'with', 'it', '?', 'If', 'so', ',', 'it', 'is', 'working', ',', 'I', 'get', 'it', ',', 'STOP', 'SMOKING', '!', '!', '!']","['my', 'tummi', 'hurt', '.', 'i', 'wonder', 'if', 'the', 'hypnosi', 'ha', 'anyth', 'to', 'do', 'with', 'it', '?', 'if', 'so', ',', 'it', 'is', 'work', ',', 'i', 'get', 'it', ',', 'stop', 'smoke', '!', '!', '!']","['my', 'tummy', 'hurt', '.', 'i', 'wonder', 'if', 'the', 'hypnosis', 'have', 'anything', 'to', 'do', 'with', 'it', '?', 'if', 'so', ',', 'it', 'be', 'work', ',', 'i', 'get', 'it', ',', 'stop', 'smoking', '!', '!', '!']","['my', 'tummy', 'hurt', 'i', 'wonder', 'if', 'the', 'hypnosis', 'have', 'anything', 'to', 'do', 'with', 'it', 'if', 'so', 'it', 'be', 'work', 'i', 'get', 'it', 'stop', 'smoking']","my tummy hurt i wonder if the hypnosis have anything to do with it if so it be work i get it stop smoking"
"87","0","why is it always the fat ones?! ","why is it always the fat ones?!","['why', 'is', 'it', 'always', 'the', 'fat', 'ones', '?', '!']","['whi', 'is', 'it', 'alway', 'the', 'fat', 'one', '?', '!']","['why', 'be', 'it', 'always', 'the', 'fat', 'one', '?', '!']","['why', 'be', 'it', 'always', 'the', 'fat', 'one']","why be it always the fat one"
"88","0","@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*","Sorry, babe!! My fam annoys me too. Thankfully, they are asleep right now. Muahaha. *evil laugh*","['Sorry', ',', 'babe', '!', '!', 'My', 'fam', 'annoys', 'me', 'too', '.', 'Thankfully', ',', 'they', 'are', 'asleep', 'right', 'now', '.', 'Muahaha', '.', '*', 'evil', 'laugh', '*']","['sorri', ',', 'babe', '!', '!', 'my', 'fam', 'annoy', 'me', 'too', '.', 'thank', ',', 'they', 'are', 'asleep', 'right', 'now', '.', 'muahaha', '.', '*', 'evil', 'laugh', '*']","['sorry', ',', 'babe', '!', '!', 'my', 'fam', 'annoys', 'me', 'too', '.', 'thankfully', ',', 'they', 'be', 'asleep', 'right', 'now', '.', 'muahaha', '.', '*', 'evil', 'laugh', '*']","['sorry', 'babe', 'my', 'fam', 'annoys', 'me', 'too', 'thankfully', 'they', 'be', 'asleep', 'right', 'now', 'muahaha', 'evil', 'laugh']","sorry babe my fam annoys me too thankfully they be asleep right now muahaha evil laugh"
"89","0","@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ","I should have paid more attention when we covered photoshop in my webpage design class in undergrad","['I', 'should', 'have', 'paid', 'more', 'attention', 'when', 'we', 'covered', 'photoshop', 'in', 'my', 'webpage', 'design', 'class', 'in', 'undergrad']","['i', 'should', 'have', 'paid', 'more', 'attent', 'when', 'we', 'cover', 'photoshop', 'in', 'my', 'webpag', 'design', 'class', 'in', 'undergrad']","['i', 'should', 'have', 'pay', 'more', 'attention', 'when', 'we', 'cover', 'photoshop', 'in', 'my', 'webpage', 'design', 'class', 'in', 'undergrad']","['i', 'should', 'have', 'pay', 'more', 'attention', 'when', 'we', 'cover', 'photoshop', 'in', 'my', 'webpage', 'design', 'class', 'in', 'undergrad']","i should have pay more attention when we cover photoshop in my webpage design class in undergrad"
"90","0","wednesday my b-day! don't know what 2 do!! ","wednesday my b-day! do not know what 2 do!!","['wednesday', 'my', 'b-day', '!', 'do', 'not', 'know', 'what', '2', 'do', '!', '!']","['wednesday', 'my', 'b-day', '!', 'do', 'not', 'know', 'what', '2', 'do', '!', '!']","['wednesday', 'my', 'b-day', '!', 'do', 'not', 'know', 'what', '2', 'do', '!', '!']","['wednesday', 'my', 'b-day', 'do', 'not', 'know', 'what', 'do']","wednesday my bday do not know what do"
"91","0","Poor cameron (the hills) ","Poor cameron (the hills)","['Poor', 'cameron', '(', 'the', 'hills', ')']","['poor', 'cameron', '(', 'the', 'hill', ')']","['poor', 'cameron', '(', 'the', 'hill', ')']","['poor', 'cameron', 'the', 'hill']","poor cameron the hill"
"92","0","pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache ","pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache","['pray', 'for', 'me', 'please', ',', 'the', 'ex', 'is', 'threatening', 'to', 'start', 'sh', '*', '*', 'at', 'my', '/', 'our', 'babies', '1st', 'Birthday', 'party', '.', 'what', 'a', 'jerk', '.', 'and', 'I', 'still', 'have', 'a', 'headache']","['pray', 'for', 'me', 'pleas', ',', 'the', 'ex', 'is', 'threaten', 'to', 'start', 'sh', '*', '*', 'at', 'my', '/', 'our', 'babi', '1st', 'birthday', 'parti', '.', 'what', 'a', 'jerk', '.', 'and', 'i', 'still', 'have', 'a', 'headach']","['pray', 'for', 'me', 'please', ',', 'the', 'ex', 'be', 'threaten', 'to', 'start', 'sh', '*', '*', 'at', 'my', '/', 'our', 'baby', '1st', 'birthday', 'party', '.', 'what', 'a', 'jerk', '.', 'and', 'i', 'still', 'have', 'a', 'headache']","['pray', 'for', 'me', 'please', 'the', 'ex', 'be', 'threaten', 'to', 'start', 'sh', 'at', 'my', 'our', 'baby', 'birthday', 'party', 'what', 'a', 'jerk', 'and', 'i', 'still', 'have', 'a', 'headache']","pray for me please the ex be threaten to start sh at my our baby birthday party what a jerk and i still have a headache"
"93","0","@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike","hmm , do you really enjoy being with him ? if the problems are too constants you should think things more , find someone ulike","['hmm', ',', 'do', 'you', 'really', 'enjoy', 'being', 'with', 'him', '?', 'if', 'the', 'problems', 'are', 'too', 'constants', 'you', 'should', 'think', 'things', 'more', ',', 'find', 'someone', 'ulike']","['hmm', ',', 'do', 'you', 'realli', 'enjoy', 'be', 'with', 'him', '?', 'if', 'the', 'problem', 'are', 'too', 'constant', 'you', 'should', 'think', 'thing', 'more', ',', 'find', 'someon', 'ulik']","['hmm', ',', 'do', 'you', 'really', 'enjoy', 'be', 'with', 'him', '?', 'if', 'the', 'problem', 'be', 'too', 'constant', 'you', 'should', 'think', 'thing', 'more', ',', 'find', 'someone', 'ulike']","['hmm', 'do', 'you', 'really', 'enjoy', 'be', 'with', 'him', 'if', 'the', 'problem', 'be', 'too', 'constant', 'you', 'should', 'think', 'thing', 'more', 'find', 'someone', 'ulike']","hmm do you really enjoy be with him if the problem be too constant you should think thing more find someone ulike"
"94","0","Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435","Strider is a sick little puppy","['Strider', 'is', 'a', 'sick', 'little', 'puppy']","['strider', 'is', 'a', 'sick', 'littl', 'puppi']","['strider', 'be', 'a', 'sick', 'little', 'puppy']","['strider', 'be', 'a', 'sick', 'little', 'puppy']","strider be a sick little puppy"
"95","0","so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....","so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH BUT OHH WELL.....","['so', 'rylee', ',', 'grace', '...', 'wana', 'go', ""steve's"", 'party', 'or', 'not', '?', '?', 'SADLY', 'SINCE', 'ITS', 'EASTER', 'I', 'WNT', 'B', 'ABLE', '2', 'DO', 'MUCH', 'BUT', 'OHH', 'WELL', '...']","['so', 'ryle', ',', 'grace', '...', 'wana', 'go', ""steve'"", 'parti', 'or', 'not', '?', '?', 'sadli', 'sinc', 'it', 'easter', 'i', 'wnt', 'b', 'abl', '2', 'do', 'much', 'but', 'ohh', 'well', '...']","['so', 'rylee', ',', 'grace', '...', 'wana', 'go', ""steve's"", 'party', 'or', 'not', '?', '?', 'sadly', 'since', 'its', 'easter', 'i', 'wnt', 'b', 'able', '2', 'do', 'much', 'but', 'ohh', 'well', '...']","['so', 'rylee', 'grace', 'wana', 'go', ""steve's"", 'party', 'or', 'not', 'sadly', 'since', 'its', 'easter', 'i', 'wnt', 'b', 'able', 'do', 'much', 'but', 'ohh', 'well']","so rylee grace wana go steves party or not sadly since its easter i wnt b able do much but ohh well"
"96","0","hey, I actually won one of my bracket pools! Too bad it wasn't the one for money ","hey, I actually won one of my bracket pools! Too bad it was not the one for money","['hey', ',', 'I', 'actually', 'won', 'one', 'of', 'my', 'bracket', 'pools', '!', 'Too', 'bad', 'it', 'was', 'not', 'the', 'one', 'for', 'money']","['hey', ',', 'i', 'actual', 'won', 'one', 'of', 'my', 'bracket', 'pool', '!', 'too', 'bad', 'it', 'wa', 'not', 'the', 'one', 'for', 'money']","['hey', ',', 'i', 'actually', 'win', 'one', 'of', 'my', 'bracket', 'pool', '!', 'too', 'bad', 'it', 'be', 'not', 'the', 'one', 'for', 'money']","['hey', 'i', 'actually', 'win', 'one', 'of', 'my', 'bracket', 'pool', 'too', 'bad', 'it', 'be', 'not', 'the', 'one', 'for', 'money']","hey i actually win one of my bracket pool too bad it be not the one for money"
"97","0","@stark YOU don't follow me, either  and i work for you!","YOU do not follow me, either and i work for you!","['YOU', 'do', 'not', 'follow', 'me', ',', 'either', 'and', 'i', 'work', 'for', 'you', '!']","['you', 'do', 'not', 'follow', 'me', ',', 'either', 'and', 'i', 'work', 'for', 'you', '!']","['you', 'do', 'not', 'follow', 'me', ',', 'either', 'and', 'i', 'work', 'for', 'you', '!']","['you', 'do', 'not', 'follow', 'me', 'either', 'and', 'i', 'work', 'for', 'you']","you do not follow me either and i work for you"
"98","0","A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.","A bad nite for the favorite teams: Astros and Spartans lose. The nite out with T.W. was good.","['A', 'bad', 'nite', 'for', 'the', 'favorite', 'teams', ':', 'Astros', 'and', 'Spartans', 'lose', '.', 'The', 'nite', 'out', 'with', 'T', '.', 'W', '.', 'was', 'good', '.']","['a', 'bad', 'nite', 'for', 'the', 'favorit', 'team', ':', 'astro', 'and', 'spartan', 'lose', '.', 'the', 'nite', 'out', 'with', 't', '.', 'w', '.', 'wa', 'good', '.']","['a', 'bad', 'nite', 'for', 'the', 'favorite', 'team', ':', 'astros', 'and', 'spartan', 'lose', '.', 'the', 'nite', 'out', 'with', 't', '.', 'w', '.', 'be', 'good', '.']","['a', 'bad', 'nite', 'for', 'the', 'favorite', 'team', 'astros', 'and', 'spartan', 'lose', 'the', 'nite', 'out', 'with', 't', 'w', 'be', 'good']","a bad nite for the favorite team astros and spartan lose the nite out with t w be good"
"99","0"," Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji","Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl ..","['Body', 'Of', 'Missing', 'Northern', 'Calif', '.', 'Girl', 'Found', ':', 'Police', 'have', 'found', 'the', 'remains', 'of', 'a', 'missing', 'Northern', 'California', 'girl', '..']","['bodi', 'of', 'miss', 'northern', 'calif', '.', 'girl', 'found', ':', 'polic', 'have', 'found', 'the', 'remain', 'of', 'a', 'miss', 'northern', 'california', 'girl', '..']","['body', 'of', 'miss', 'northern', 'calif', '.', 'girl', 'find', ':', 'police', 'have', 'find', 'the', 'remains', 'of', 'a', 'miss', 'northern', 'california', 'girl', '..']","['body', 'of', 'miss', 'northern', 'calif', 'girl', 'find', 'police', 'have', 'find', 'the', 'remains', 'of', 'a', 'miss', 'northern', 'california', 'girl']","body of miss northern calif girl find police have find the remains of a miss northern california girl"
